,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
6,3408,USDC,USDC,usd-coin,30887,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem']",,69238806129.02036,69238806129.02036,False,,7,60901219650.23,60893740844.07798,,2025-08-27T19:45:00.000Z,0.9998771977606529,16659862882.595943,-22.5074,0.01675966,0.00725504,0.00283824,0.01697029,-0.00383719,0.01557089,69230303448.57799,1.7807,69230303448.58,,2025-08-27T19:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-08-27 14:47:17.527326
7,74,Dogecoin,DOGE,dogecoin,1277,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,150695936383.7052,150695936383.70526,True,,8,,,,2025-08-27T19:45:00.000Z,0.2208156460869146,1976155432.094095,-32.7196,-0.58171159,1.16698765,0.27627015,-3.31247787,34.75559924,2.35648645,33276020555.240444,0.8559,33276020555.24,,2025-08-27T19:45:00.000Z,,,,,,2025-08-27 14:47:17.527326
8,1958,TRON,TRX,tron,1216,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,94660883311.51971,94660887351.66531,True,,9,94667886298.43,32925952578.408573,,2025-08-27T19:46:00.000Z,0.3478048773014026,967397977.6645775,-39.7406,-0.48608302,-1.0774987,-1.42050333,7.96432149,27.21934951,26.29491732,32923516905.405502,0.8469,32923518310.59,,2025-08-27T19:46:00.000Z,,,,,,2025-08-27 14:47:17.527326
9,2010,Cardano,ADA,cardano,1567,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35724891762.85982,44994674679.3984,False,,10,37997904336.0,32901507587.888382,,2025-08-27T19:45:00.000Z,0.8658768993403885,1158486957.0145793,-30.3634,-0.6874709,-0.20959357,-2.28041124,8.97202492,53.2473553,19.39910234,30933358508.89604,0.7958,38964460470.32,,2025-08-27T19:45:00.000Z,,,,,,2025-08-27 14:47:17.527326
10,1975,Chainlink,LINK,chainlink,2071,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'interoperability', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets-protocols', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'robotics']",1000000000.0,678099970.4527867,1000000000.0,False,,11,,,,2025-08-27T19:46:00.000Z,24.272505889132603,1333915542.0871425,-29.4321,-0.73025926,0.1098605,-6.84553642,33.73098138,82.24280844,60.05522537,16459185526.235909,0.4234,24272505889.13,,2025-08-27T19:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-08-27 14:47:17.527326
11,32196,Hyperliquid,HYPE,hyperliquid,136,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing']",1000000000.0,333928180.0,999993930.0,False,,12,333931719.0,16332861275.789873,,2025-08-27T19:45:00.000Z,48.91078129595073,421374673.2083265,20.4819,-2.39468324,1.52668655,14.38765116,9.38746769,29.84040934,53.08375316,16332688180.534868,0.4201,48910781295.95,,2025-08-27T19:45:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-08-27 14:47:17.527326
12,29470,Ethena USDe,USDe,ethena-usde,201,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem']",,12221525933.012127,12221525933.012127,True,,13,,,,2025-08-27T19:45:00.000Z,1.0008301701588582,211151958.8268229,-17.1287,0.01451461,-0.00567023,0.00704418,0.00438314,0.07837583,0.13507095,12231671879.137426,0.3146,12231671879.14,,2025-08-27T19:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2025-08-27 14:47:17.527326
13,20947,Sui,SUI,sui,751,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3511924479.5699987,10000000000.0,False,,14,3511924479.57,12218897642.290455,,2025-08-27T19:46:00.000Z,3.479259794272836,1047156435.060222,-30.502,-0.61502635,0.69543615,-2.6737616,-12.71093041,25.68079946,-1.27557136,12218897642.29045,0.3144,34792597942.73,,2025-08-27T19:46:00.000Z,,,,,,2025-08-27 14:47:17.527326
14,512,Stellar,XLM,stellar,742,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50001806812.0,31351429924.43751,50001786889.0645,False,,15,31531408660.0,12091575639.769735,,2025-08-27T19:46:00.000Z,0.3834771789028513,446367981.6388594,19.3004,-0.63322531,-2.85677795,-5.59093796,-8.31740603,61.0504819,37.14203075,12022557901.99373,0.3092,19174551816.31,,2025-08-27T19:46:00.000Z,,,,,,2025-08-27 14:47:17.527326
0,1,Bitcoin,BTC,bitcoin,12294,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19912415.0,19912415.0,False,,1,,,,2025-08-27T19:46:00.000Z,112079.33680553082,61691826270.46552,-21.4747,-0.18509057,1.03671326,-1.69856991,-4.68585079,4.46287276,5.95790601,2231770267396.504,57.4055,2353666072916.15,,2025-08-27T19:46:00.000Z,,,,,,2025-08-27 14:48:17.758496
1,1027,Ethereum,ETH,ethereum,10476,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,120706917.57157648,120706917.57157648,True,,2,,,,2025-08-27T19:47:00.000Z,4564.631570082064,43829351569.74449,-27.1773,-1.35429608,-0.05787128,5.3564552,21.16417088,87.44346285,72.33562793,550982606674.5115,14.1736,550982606674.51,,2025-08-27T19:47:00.000Z,,,,,,2025-08-27 14:48:17.758496
2,52,XRP,XRP,xrp,1682,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,59482264023.0,99985819185.0,False,,3,,,,2025-08-27T19:47:00.000Z,3.0161580437311035,6477737121.271382,-12.9643,-0.30428387,-0.18192976,1.99933991,-4.04432629,37.87274325,33.51752194,179407909092.3087,4.6151,301615804373.11,,2025-08-27T19:47:00.000Z,,,,,,2025-08-27 14:48:17.758496
3,825,Tether USDt,USDT,tether,143029,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'zedxion-smart-chain-ecosystem']",,167205509216.55893,169734243945.7464,True,,4,,,,2025-08-27T19:46:00.000Z,1.0001457214478149,117434091413.08598,-25.0917,-0.00102833,0.00433204,0.01959888,0.02311463,-0.01877959,0.01426194,167229874645.44458,4.3015,169758977865.52,,2025-08-27T19:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-08-27 14:48:17.758496
4,1839,BNB,BNB,bnb,2685,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing']",,139287198.05,139287198.05,False,,5,,,,2025-08-27T19:46:00.000Z,861.9437435574977,2282109283.3373027,-24.7332,-0.45451453,0.4442253,-0.64538258,3.79094415,33.14275534,27.89146644,120057728916.8516,3.0881,120057728916.85,,2025-08-27T19:46:00.000Z,,,,,,2025-08-27 14:48:17.758496
5,5426,Solana,SOL,solana,976,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,540674351.019961,608473877.5869364,True,,6,525236893.3,108750633887.15938,,2025-08-27T19:47:00.000Z,207.05063805379754,11006693260.66618,16.6602,-1.93308776,5.65754611,11.23344088,12.16487057,36.99164442,24.18274511,111946969358.00583,2.8798,125984904593.44,,2025-08-27T19:47:00.000Z,,,,,,2025-08-27 14:48:17.758496
6,3408,USDC,USDC,usd-coin,30887,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem']",,69238806129.02036,69238806129.02036,False,,7,60901219650.23,60891089453.27071,,2025-08-27T19:46:00.000Z,0.9998336618376862,17071533965.38875,-20.6617,-0.01605179,-0.0099537,0.00132669,0.00883498,-0.00601489,0.00919895,69227289073.24805,1.7807,69227289073.25,,2025-08-27T19:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-08-27 14:48:17.758496
7,74,Dogecoin,DOGE,dogecoin,1277,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,150695936383.7052,150695936383.70526,True,,8,,,,2025-08-27T19:46:00.000Z,0.22060885061880983,1975205513.5380628,-32.6828,-0.66108639,1.06429303,0.18702015,-3.40529081,34.62779989,2.25006608,33244857318.53449,0.8551,33244857318.53,,2025-08-27T19:46:00.000Z,,,,,,2025-08-27 14:48:17.758496
8,1958,TRON,TRX,tron,1216,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,94660883311.51971,94660887351.66531,True,,9,94667886298.43,32923162599.0253,,2025-08-27T19:47:00.000Z,0.34777540606788965,967661346.2167015,-39.6666,-0.50098144,-1.09183164,-1.4390091,7.96146447,27.19481677,26.28181531,32920727132.408886,0.8469,32920728537.47,,2025-08-27T19:47:00.000Z,,,,,,2025-08-27 14:48:17.758496
9,2010,Cardano,ADA,cardano,1567,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35724891762.85982,44994674679.3984,False,,10,37997904336.0,32876188739.422733,,2025-08-27T19:46:00.000Z,0.8652105771074105,1158065652.1078954,-30.3314,-0.75973363,-0.27784542,-2.3551081,8.9091791,53.13389545,19.29422867,30909554219.243717,0.7951,38934475969.83,,2025-08-27T19:46:00.000Z,,,,,,2025-08-27 14:48:17.758496
10,1975,Chainlink,LINK,chainlink,2071,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'interoperability', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets-protocols', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'robotics']",1000000000.0,678099970.4527867,1000000000.0,False,,11,,,,2025-08-27T19:47:00.000Z,24.265664514800584,1334014188.9899402,-29.433,-0.8259522,0.04191126,-6.87543738,33.7029554,82.18693002,59.99645681,16454546390.50351,0.4233,24265664514.8,,2025-08-27T19:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-08-27 14:48:17.758496
11,32196,Hyperliquid,HYPE,hyperliquid,136,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing']",1000000000.0,333928180.0,999993930.0,False,,12,333931719.0,16342961570.704294,,2025-08-27T19:46:00.000Z,48.94102788332094,422322651.5447428,20.9806,-2.34009317,1.60719659,14.45679078,9.4453083,29.92050811,53.23773368,16342788368.406614,0.4204,48941027883.32,,2025-08-27T19:46:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-08-27 14:48:17.758496
12,29470,Ethena USDe,USDe,ethena-usde,201,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem']",,12221525933.012127,12221525933.012127,True,,13,,,,2025-08-27T19:46:00.000Z,1.0005811423904079,210739110.06683084,-17.0099,-0.00754414,-0.02572822,-0.01776537,-0.02002537,0.05347421,0.10915175,12228628379.80727,0.3145,12228628379.81,,2025-08-27T19:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2025-08-27 14:48:17.758496
13,20947,Sui,SUI,sui,751,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3511924479.5699987,10000000000.0,False,,14,3511924479.57,12214896851.132744,,2025-08-27T19:47:00.000Z,3.4781205923392564,1047168276.9138165,-30.4913,-0.66508012,0.63530384,-2.69165992,-12.72173855,25.63699494,-1.31759646,12214896851.132738,0.3143,34781205923.39,,2025-08-27T19:47:00.000Z,,,,,,2025-08-27 14:48:17.758496
14,512,Stellar,XLM,stellar,742,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50001806812.0,31351429924.43751,50001786889.0645,False,,15,31531408660.0,12090553400.596369,,2025-08-27T19:47:00.000Z,0.3834447591913063,446497977.3225625,19.2895,-0.661505,-2.88276736,-5.59828442,-8.31878713,61.03939962,37.10511009,12021541497.679054,0.3092,19172930772.16,,2025-08-27T19:47:00.000Z,,,,,,2025-08-27 14:48:17.758496
0,1,Bitcoin,BTC,bitcoin,12294,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19912415.0,19912415.0,False,,1,,,,2025-08-27T19:47:00.000Z,111995.18854474112,62731873108.61974,-20.0727,-0.29229243,0.92703592,-1.7510378,-4.74501999,4.37689743,5.87001082,2230094672306.1313,57.3675,2351898959439.56,,2025-08-27T19:47:00.000Z,,,,,,2025-08-27 14:49:17.955345
1,1027,Ethereum,ETH,ethereum,10476,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,120706917.57157648,120706917.57157648,True,,2,,,,2025-08-27T19:48:00.000Z,4565.654567422461,43155036424.50568,-28.0409,-1.2665595,-0.21063862,5.24705378,21.19248629,87.47903142,72.41445184,551106089530.1547,14.1768,551106089530.15,,2025-08-27T19:48:00.000Z,,,,,,2025-08-27 14:49:17.955345
2,52,XRP,XRP,xrp,1682,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,59482264023.0,99985819185.0,False,,3,,,,2025-08-27T19:48:00.000Z,3.0159422287869715,6463232664.711985,-13.3271,-0.3151502,-0.32332974,1.9249995,-3.86194639,37.86613838,33.37934288,179395071930.82172,4.6148,301594222878.7,,2025-08-27T19:48:00.000Z,,,,,,2025-08-27 14:49:17.955345
3,825,Tether USDt,USDT,tether,143029,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'zedxion-smart-chain-ecosystem']",,167205509216.55893,169734243945.7464,True,,4,,,,2025-08-27T19:47:00.000Z,0.9998808923745507,116879489077.8591,-25.3767,-0.0238575,-0.03440297,-0.0132292,-0.01216125,-0.04701854,-0.01441244,167185593765.3941,4.3007,169714027302.99,,2025-08-27T19:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-08-27 14:49:17.955345
4,1839,BNB,BNB,bnb,2685,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing']",,139287198.05,139287198.05,False,,5,,,,2025-08-27T19:47:00.000Z,861.9191523666992,2282034939.6916795,-24.723,-0.46816041,0.43756048,-0.64872439,3.78164297,33.13741305,27.87453783,120054303678.78857,3.0883,120054303678.79,,2025-08-27T19:47:00.000Z,,,,,,2025-08-27 14:49:17.955345
5,5426,Solana,SOL,solana,976,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,540674351.019961,608473877.5869364,True,,6,525236893.3,108744400411.2854,,2025-08-27T19:48:00.000Z,207.03877012153023,11004461085.889236,16.5955,-1.91549982,5.57225617,11.13343426,12.52346693,36.95941753,24.03721493,111940552671.42924,2.8796,125977683266.68,,2025-08-27T19:48:00.000Z,,,,,,2025-08-27 14:49:17.955345
6,3408,USDC,USDC,usd-coin,30887,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem']",,69238806129.02036,69238806129.02036,False,,7,60901219650.23,60869631636.71137,,2025-08-27T19:47:00.000Z,0.999481323794498,17078665705.707188,-20.6105,-0.0507495,-0.0488964,-0.03612962,-0.02456633,-0.04380179,-0.03267851,69202893607.78386,1.7802,69202893607.78,,2025-08-27T19:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-08-27 14:49:17.955345
7,74,Dogecoin,DOGE,dogecoin,1277,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,150695936383.7052,150695936383.70526,True,,8,,,,2025-08-27T19:47:00.000Z,0.2205651878149196,1975409095.0837297,-32.6776,-0.71884568,1.00632514,0.16826556,-3.37219191,34.60424725,2.20489786,33238277511.417114,0.855,33238277511.42,,2025-08-27T19:47:00.000Z,,,,,,2025-08-27 14:49:17.955345
